platform,username,post_date,caption_text,post_type,likes,comments,hashtags,cleaned_caption,cleaned_hashtags
Instagram,_wildcookbook_,,Street food style chicken skewers for your next BBQ 🍢🔥,Image,5564,57,#BBQ #ChickenSkewers,street food style chicken skewers for your next bbq,bbq chickenskewers
Instagram,_wildcookbook_,,Traditional fish ambul thiyal made easy 🐟🍛,Image,5755,100,#FishCurry #SriLankanCuisine,traditional fish ambul thiyal made easy,fishcurry srilankancuisine
Instagram,_wildcookbook_,,Breakfast smoothie bowls to start your day right 🍓🥣,Image,9464,294,#DevilledPrawns #SpicyFood,breakfast smoothie bowls to start your day right,devilledprawns spicyfood
Instagram,_wildcookbook_,,Homemade spicy devilled prawns recipe 🦐🔥,Image,3537,555,#DevilledPrawns #SpicyFood,homemade spicy devilled prawns recipe,devilledprawns spicyfood
Instagram,_wildcookbook_,,Tips for perfect dosa every time 🥞🍽️,Image,4454,575,#DosaRecipe #IndianFood,tips for perfect dosa every time,dosarecipe indianfood
Instagram,_wildcookbook_,,Quick and easy salad dressings 🥗🥄,Image,2523,55,#SaladDressings #HealthyEating,quick and easy salad dressings,saladdressings healthyeating
Instagram,_wildcookbook_,,Sunday roast dinner ideas 🍖🍷,Image,3762,75,#SundayRoast #ComfortFood,sunday roast dinner ideas,sundayroast comfortfood
Instagram,_wildcookbook_,,Sweet potato fries – the perfect snack 🍟✨,Video,4647,66,#SweetPotatoFries #SnackTime,sweet potato fries the perfect snack,sweetpotatofries snacktime
Instagram,_wildcookbook_,,How to make crispy fried chicken at home 🍗🔥,Video,4364,87,#FriedChicken #HomeCooking,how to make crispy fried chicken at home,friedchicken homecooking
Instagram,_wildcookbook_,,Refreshing lemon mint cooler for hot days 🍋🌿,Video,3474,54,#LemonMint #RefreshingDrinks,refreshing lemon mint cooler for hot days,lemonmint refreshingdrinks
Instagram,_wildcookbook_,,Chocolate lava cake recipe for dessert lovers 🍫🍰,Video,4765,65,#ChocolateCake #DessertTime,chocolate lava cake recipe for dessert lovers,chocolatecake desserttime
Instagram,_wildcookbook_,,Grilled vegetable skewers with herb marinade 🍆🍢,Video,5756,87,#GrilledVeggies #HealthyEating,grilled vegetable skewers with herb marinade,grilledveggies healthyeating
Instagram,_wildcookbook_,,Homemade bread baking tips for beginners 🍞🥖,Video,5757,65,#GrilledVeggies #HealthyEating,homemade bread baking tips for beginners,grilledveggies healthyeating
Instagram,yohanimusic,08/01/2025,New single out now! Check it out and share your thoughts 🎶🎤,Image,7464,86,#NewMusic #SingleRelease #Yohani,new single out now check it out and share your thoughts,newmusic singlerelease yohani
Instagram,yohanimusic,08/02/2025,Live session from the studio 🎸🎧,Video,3437,97,#LiveMusic #StudioSession #Acoustic,live session from the studio,livemusic studiosession acoustic
Instagram,yohanimusic,08/03/2025,Feeling grateful for all your love and support ❤️🙏,Video,18000,43,#ThankYou #FansLove,feeling grateful for all your love and support,thankyou fanslove
Instagram,yohanimusic,08/04/2025,Behind the scenes of my latest music video 🎬🎵,Image,18383,456,#MusicVideo #BTS,behind the scenes of my latest music video,musicvideo bts
Instagram,yohanimusic,08/05/2025,Singing my heart out during last night’s concert 🎤🔥,Video,4376,6767,#LiveConcert #MusicPassion,singing my heart out during last nights concert,liveconcert musicpassion
Instagram,yohanimusic,08/06/2025,Acoustic vibes to brighten your day 🎸🌞,Video,34833,788,#Acoustic #GoodVibes,acoustic vibes to brighten your day,acoustic goodvibes
Instagram,yohanimusic,08/07/2025,Sharing a snippet from my upcoming track 🎧🎶,Video,3746,453,#UpcomingMusic #SneakPeek,sharing a snippet from my upcoming track,upcomingmusic sneakpeek
Instagram,yohanimusic,08/08/2025,Throwback to my first ever performance 🎤🎶,Video,37444,43,#Throwback #FirstPerformance,throwback to my first ever performance,throwback firstperformance
Instagram,yohanimusic,08/09/2025,Music is the language of the soul 🎵❤️	,Image,5476,53,#Throwback #FirstPerformance,music is the language of the soul,throwback firstperformance
Instagram,yohanimusic,08/10/2025,Music is the language of the soul 🎵❤️,Image,5455,466,#Songwriting #NewMelodies,music is the language of the soul,songwriting newmelodies
Instagram,yohanimusic,08/11/2025,Late night studio vibes 🎧🌙,Video,5457,565,#StudioLife #MusicCreation,late night studio vibes,studiolife musiccreation
Instagram,yohanimusic,08/12/2025,My favorite lyrics from the new song 📝🎶,Image,4587,44,#Lyrics #Songwriting,my favorite lyrics from the new song,lyrics songwriting
Instagram,yohanimusic,,Collaborating with amazing artists this month 🎤🤝,Image,4575,53,#Collaboration #MusicCommunity,collaborating with amazing artists this month,collaboration musiccommunity
Instagram,yohanimusic,,Grateful for all the concert memories 🎶❤️,Video,75685,45,#ConcertMemories #Gratitude,grateful for all the concert memories,concertmemories gratitude
Instagram,yohanimusic,,Music is my passion and my life 🎵🔥,Video,45755,35,#Passion #MusicLife,music is my passion and my life,passion musiclife
Instagram,yohanimusic,,Covering a classic tune with my own style 🎸🎤,Video,47555,35,#CoverSong #MusicStyle,covering a classic tune with my own style,coversong musicstyle
Instagram,yohanimusic,,Sneak peek of the new album coming soon 🎧🎶,Video,5757,35,#NewAlbum #ComingSoon,sneak peek of the new album coming soon,newalbum comingsoon
Instagram,yohanimusic,,Practicing daily to improve my craft 🎹🎼,Video,4554,345,"#Practice #MusicianLife
",practicing daily to improve my craft,practice musicianlife
Instagram,yohanimusic,,Thank you for the endless love and support ❤️🙏,Video,45454,35,#FanLove #ThankYou,thank you for the endless love and support,fanlove thankyou
Instagram,yohanimusic,,Performing live is the best feeling ever 🎤🔥,Video,4545,6,#LivePerformance #MusicEnergy,performing live is the best feeling ever,liveperformance musicenergy
Instagram,yohanimusic,,Throwback to the early days of my music journey 🎶🎤,Video,4546,7,#Throwback #MusicJourney,throwback to the early days of my music journey,throwback musicjourney
Instagram,yohanimusic,,Writing lyrics under the stars 🌟📝,Video,57465,7,#Songwriting #Inspiration,writing lyrics under the stars,songwriting inspiration
Instagram,yohanimusic,,Music heals the soul ❤️🎵,Video,45645,5,#MusicTherapy #SoulHealing,music heals the soul,musictherapy soulhealing
Instagram,yohanimusic,,Ready for the next big show! 🎤🎉,Video,6454,5,#ConcertReady #Excited,ready for the next big show,concertready excited
Instagram,yohanimusic,,Celebrating milestones with my amazing fans 🎉❤️,Video,342,555,#Milestones #FanLove,celebrating milestones with my amazing fans,milestones fanlove
Instagram,yohanimusic,,New music inspirations coming your way soon 🎶🔥,Image,767867,55,#MusicInspo #ComingSoon,new music inspirations coming your way soon,musicinspo comingsoon
Instagram,yohanimusic,,Studio day! Loving the creative energy here 🎧🎼,Image,4534,46,#StudioLife #CreativeProcess,studio day loving the creative energy here,studiolife creativeprocess
Instagram,yohanimusic,,Sharing some personal stories behind my songs 🎤📖,Video,67645,46,#Storytelling #BehindTheMusic,sharing some personal stories behind my songs,storytelling behindthemusic
Instagram,yohanimusic,,Excited to release new tracks soon! Stay tuned 🎶✨,Image,4545,554,#NewReleases #StayTuned,excited to release new tracks soon stay tuned,newreleases staytuned
Instagram,yohanimusic,,Thank you all for being part of this journey ❤️🙏,Video,34,54,#Grateful #MusicJourney,thank you all for being part of this journey,grateful musicjourney
Instagram,umariaofficial,,Grateful for all your love ❤️ Sharing my new album vibes!,Image,34545,55,#NewAlbum #Grateful,grateful for all your love sharing my new album vibes,newalbum grateful
Instagram,umariaofficial,,Proud to be the face of @luxbeauty Sri Lanka! Loving their products!,Image,4564,546,#LuxBeauty #Ad #Sponsored,proud to be the face of luxbeauty sri lanka loving their products,luxbeauty ad sponsored
Instagram,umariaofficial,,Morning yoga routine keeps me energized 🧘‍♀️✨,Image,45453,4534,#YogaLife #HealthyLiving,morning yoga routine keeps me energized,yogalife healthyliving
Instagram,umariaofficial,,Behind the scenes of my latest music video 🎬🎶,Video,43456,56,#MusicVideo #BTS,behind the scenes of my latest music video,musicvideo bts
Instagram,umariaofficial,,Celebrating success with @redbull SL! Boost your energy ⚡️,Video,4567,4545,#RedBull #Ad #EnergyDrink,celebrating success with redbull sl boost your energy,redbull ad energydrink
Instagram,umariaofficial,,Sharing some relaxing moments with my family ❤️,Video,465675,53,#FamilyTime #Blessed,sharing some relaxing moments with my family,familytime blessed
Instagram,umariaofficial,,Excited to partner with @sunsilk for amazing hair care!,Video,6556,534,#Sunsilk #HairCare #Sponsored,excited to partner with sunsilk for amazing hair care,sunsilk haircare sponsored
Instagram,umariaofficial,,"Late night studio vibes, working hard on new tracks 🎧🎵",Video,3534,535,#StudioLife #MusicCreation,late night studio vibes working hard on new tracks,studiolife musiccreation
Instagram,umariaofficial,,Can’t live without my morning coffee ☕️ Thanks @starbuckslk!,Video,66756,66,#Starbucks #Ad #MorningRoutine,cant live without my morning coffee thanks starbuckslk,starbucks ad morningroutine
Instagram,umariaofficial,,Feeling the love from my fans ❤️🙏,Video,564,645,#FanLove #ThankYou,feeling the love from my fans,fanlove thankyou
Instagram,umariaofficial,,Throwback to my first concert 🎤🎶,Video,456576,56,#Throwback #ConcertMemories,throwback to my first concert,throwback concertmemories
Instagram,umariaofficial,,Energize your day with @redbull SL! ⚡️,Video,6567,454,#RedBull #Energy #Ad,energize your day with redbull sl,redbull energy ad
Instagram,umariaofficial,,Sharing my skincare routine with @niveasl,Video,4564,46556,#Nivea #Skincare #Sponsored,sharing my skincare routine with niveasl,nivea skincare sponsored
Instagram,umariaofficial,,Family weekend getaway vibes ❤️🏞️,Video,553,565,#FamilyTime #Weekend,family weekend getaway vibes,familytime weekend
Instagram,umariaofficial,,New single release is out now! 🎶,Video,4665,645,#NewSingle #Music,new single release is out now,newsingle music
Instagram,umariaofficial,09/01/2025,"Proud ambassador of @luxbeauty, feel the glow!",Image,46464,464,#LuxBeauty #Sponsored,proud ambassador of luxbeauty feel the glow,luxbeauty sponsored
Instagram,umariaofficial,09/02/2025,Sharing my favorite healthy recipes 🥗,Image,4635,64,#HealthyEating #Lifestyle,sharing my favorite healthy recipes,healthyeating lifestyle
Instagram,umariaofficial,09/03/2025,Collaboration day with amazing artists! 🎤🎵,Image,3565,46,#Collaboration #MusicCommunity,collaboration day with amazing artists,collaboration musiccommunity
Instagram,umariaofficial,09/04/2025,Loving the energy boost from @redbull SL! ⚡️,Image,6454,67,#RedBull #EnergyDrink #Ad,loving the energy boost from redbull sl,redbull energydrink ad
Instagram,umariaofficial,09/05/2025,Studio vibes with my band 🎧🎶,Image,4566,456,#StudioLife #Music,studio vibes with my band,studiolife music
Instagram,umariaofficial,09/06/2025,Relaxing at home with my pets 🐾❤️,Image,56,45646,#PetLove #HomeLife,relaxing at home with my pets,petlove homelife
Instagram,umariaofficial,09/07/2025,Excited to announce my partnership with @sunsilk!,Image,56757,46,#Sunsilk #HairCare #Sponsored,excited to announce my partnership with sunsilk,sunsilk haircare sponsored
Instagram,umariaofficial,09/08/2025,Early morning meditation keeps me grounded 🧘‍♀️,Video,64,6,#Meditation #Mindfulness,early morning meditation keeps me grounded,meditation mindfulness
Instagram,umariaofficial,09/09/2025,Throwback to my award-winning performance 🎤🏆,Video,6,456,#AwardWinning #Throwback,throwback to my awardwinning performance,awardwinning throwback
Instagram,umariaofficial,09/10/2025,Enjoying a cup of @starbuckslk coffee during rehearsal ☕️,Video,6464,6,#Starbucks #CoffeeLover,enjoying a cup of starbuckslk coffee during rehearsal,starbucks coffeelover
Instagram,umariaofficial,09/11/2025,Feeling inspired while writing new songs 🎹🎼,Video,4645,546,#Songwriting #Inspiration,feeling inspired while writing new songs,songwriting inspiration
Instagram,umariaofficial,09/12/2025,Beauty and music go hand in hand with @niveasl,Video,6464,465,#Nivea #BeautyCare #Sponsored,beauty and music go hand in hand with niveasl,nivea beautycare sponsored
Instagram,umariaofficial,,Family time means everything to me ❤️,Video,64,465,#FamilyFirst #Love,family time means everything to me,familyfirst love
Instagram,umariaofficial,,Sharing moments from last night’s concert 🎤🎶,Video,46464,67,#LiveConcert #MusicLife,sharing moments from last nights concert,liveconcert musiclife
Instagram,umariaofficial,,Thank you for all the love and support! 🙏❤️,Video,4564,46,#Grateful #FansLove,thank you for all the love and support,grateful fanslove
Instagram,mashi_siriwardene,,Loving the freshness of @freshjuice.lk every morning! 🍹,Image,5,67,#FreshJuice #HealthyLiving #Ad,loving the freshness of freshjuicelk every morning,freshjuice healthyliving ad
Instagram,mashi_siriwardene,,New skincare routine powered by @glowbeautyofficial ✨,Image,45667,18,#GlowBeauty #SkinCare #Sponsored,new skincare routine powered by glowbeautyofficial,glowbeauty skincare sponsored
Instagram,mashi_siriwardene,,Starting my day with a cup of @coffeelanka ☕️ Perfect energy boost!,Image,64645,95,#CoffeeLanka #Ad,starting my day with a cup of coffeelanka perfect energy boost,coffeelanka ad
Instagram,mashi_siriwardene,,Absolutely obsessed with my new outfit from @fashionhubsl! 👗,Image,4545,24,#FashionHub #Style #Sponsored,absolutely obsessed with my new outfit from fashionhubsl,fashionhub style sponsored
Instagram,mashi_siriwardene,,Stay hydrated with @purewater.lk 💧 Essential for busy days!,Image,5656,186,#PureWater #Ad,stay hydrated with purewaterlk essential for busy days,purewater ad
Instagram,mashi_siriwardene,,Relaxing with my favorite @zenwellnessspa massage 🌿,Image,67867,102,#ZenWellness #SelfCare #Sponsored,relaxing with my favorite zenwellnessspa massage,zenwellness selfcare sponsored
Instagram,mashi_siriwardene,,Breakfast made easy with @quickbites.lk 🥐,Image,6756,176,#QuickBites #Foodie #Ad,breakfast made easy with quickbiteslk,quickbites foodie ad
Instagram,mashi_siriwardene,,Styling my hair with @silkyhairproducts 💁‍♀️,Video,56,76,#SilkyHair #Sponsored,styling my hair with silkyhairproducts,silkyhair sponsored
Instagram,mashi_siriwardene,,Fresh flowers brighten my day thanks to @blooms.lk 🌸,Video,564546,57,#Blooms #Ad,fresh flowers brighten my day thanks to bloomslk,blooms ad
Instagram,mashi_siriwardene,,Workout sessions powered by @fitgear.lk 🏋️‍♀️,Video,56756,60,#FitGear #Fitness #Sponsored,workout sessions powered by fitgearlk,fitgear fitness sponsored
Instagram,mashi_siriwardene,,Discover the magic of @aromatherapy.lk oils 🌺,Video,565,185,#Aromatherapy #Wellness,discover the magic of aromatherapylk oils,aromatherapy wellness
Instagram,mashi_siriwardene,,Loving the convenience of @expressdelivery.lk for my online orders! 🚚,Video,65,72,#ExpressDelivery #Ad,loving the convenience of expressdeliverylk for my online orders,expressdelivery ad
Instagram,mashi_siriwardene,,Treating myself with @sweettooth.lk desserts 🍰,Video,656,152,#SweetTooth #Sponsored,treating myself with sweettoothlk desserts,sweettooth sponsored
Instagram,mashi_siriwardene,,My go-to sunscreen is from @sunshield.lk ☀️,Video,5,88,#SunShield #Skincare #Ad,my goto sunscreen is from sunshieldlk,sunshield skincare ad
Instagram,mashi_siriwardene,,Celebrating special moments with @partydecor.lk 🎉,Video,65,90,#PartyDecor #Ad,celebrating special moments with partydecorlk,partydecor ad
Instagram,mashi_siriwardene,,Healthy snacks from @nutrigrains.lk keep me energized! 🥜,Video,65,184,#NutriGrains #Sponsored,healthy snacks from nutrigrainslk keep me energized,nutrigrains sponsored
Instagram,mashi_siriwardene,,My new favorite lipstick by @colorpop.lk 💄,Video,6,177,#ColorPop #Beauty #Ad,my new favorite lipstick by colorpoplk,colorpop beauty ad
Instagram,mashi_siriwardene,09/01/2025,Relaxing evenings with @herbalteas.lk 🍵,Video,5,151,#HerbalTeas #Wellness,relaxing evenings with herbalteaslk,herbalteas wellness
Instagram,mashi_siriwardene,09/02/2025,Fresh and stylish shoes from @footwear.lk 👟,Video,65,166,#Footwear #Fashion #Sponsored,fresh and stylish shoes from footwearlk,footwear fashion sponsored
Instagram,mashi_siriwardene,09/03/2025,Keeping my home clean with @cleansolutions.lk 🧼,Video,6,138,#CleanSolutions #Ad,keeping my home clean with cleansolutionslk,cleansolutions ad
Instagram,mashi_siriwardene,09/04/2025,Fitness tracker by @techgear.lk keeps me motivated! ⌚,Video,7,80,#TechGear #Fitness #Sponsored,fitness tracker by techgearlk keeps me motivated,techgear fitness sponsored
Instagram,mashi_siriwardene,09/05/2025,Loving the taste of @homemade.lk meals 🍲,Video,67,19,#Homemade #Foodie #Ad,loving the taste of homemadelk meals,homemade foodie ad
Instagram,mashi_siriwardene,09/06/2025,Glam up with @glamourmakeup.lk for any occasion! 💄,Video,68,26,#GlamourMakeup #Sponsored,glam up with glamourmakeuplk for any occasion,glamourmakeup sponsored
Instagram,mashi_siriwardene,09/07/2025,Essential vitamins from @healthplus.lk keep me healthy! 💊,Video,6,58,#HealthPlus #Wellness #Ad,essential vitamins from healthpluslk keep me healthy,healthplus wellness ad
Instagram,mashi_siriwardene,09/08/2025,Perfect skin days with @dermacare.lk products 🌟,Image,4,172,#DermaCare #Skincare #Sponsored,perfect skin days with dermacarelk products,dermacare skincare sponsored
Instagram,mashi_siriwardene,09/09/2025,Freshly brewed coffee from @coffeehouse.lk ☕️,Image,64,114,#CoffeeHouse #Ad,freshly brewed coffee from coffeehouselk,coffeehouse ad
Instagram,mashi_siriwardene,09/10/2025,Keeping my hair shiny with @hairgloss.lk 💇‍♀️,Image,56,67,#HairGloss #Sponsored,keeping my hair shiny with hairglosslk,hairgloss sponsored
Instagram,mashi_siriwardene,09/11/2025,Fashion accessories from @stylezone.lk complete my look! 💍,Image,456,55,#StyleZone #Fashion,fashion accessories from stylezonelk complete my look,stylezone fashion
Instagram,mashi_siriwardene,09/12/2025,Evening walks powered by @comfortshoes.lk 👟,Image,576,56,#ComfortShoes #Sponsored,evening walks powered by comfortshoeslk,comfortshoes sponsored
Instagram,mashi_siriwardene,,Thank you all for the love and support! ❤️,Image,64,138,#Grateful #FansLove,thank you all for the love and support,grateful fanslove
Instagram,vinu_speaks,,Loving the freshness of @freshjuice.lk every morning! 🍹,Video,46,162,#FreshJuice #HealthyLiving #Ad,loving the freshness of freshjuicelk every morning,freshjuice healthyliving ad
Instagram,vinu_speaks,,New skincare routine powered by @glowbeautyofficial ✨,Video,6,131,#GlowBeauty #SkinCare #Sponsored,new skincare routine powered by glowbeautyofficial,glowbeauty skincare sponsored
Instagram,vinu_speaks,,Starting my day with a cup of @coffeelanka ☕️ Perfect energy boost!,Video,567,103,#CoffeeLanka #Ad,starting my day with a cup of coffeelanka perfect energy boost,coffeelanka ad
Instagram,vinu_speaks,,Absolutely obsessed with my new outfit from @fashionhubsl! 👗,Video,57,161,#FashionHub #Style #Sponsored,absolutely obsessed with my new outfit from fashionhubsl,fashionhub style sponsored
Instagram,vinu_speaks,07/08/2023,Stay hydrated with @purewater.lk 💧 Essential for busy days!,Video,5,171,#PureWater #Ad,stay hydrated with purewaterlk essential for busy days,purewater ad
Instagram,vinu_speaks,07/02/2024,Relaxing with my favorite @zenwellnessspa massage 🌿,Video,6,196,#ZenWellness #SelfCare #Sponsored,relaxing with my favorite zenwellnessspa massage,zenwellness selfcare sponsored
Instagram,vinu_speaks,12/08/2023,Breakfast made easy with @quickbites.lk 🥐,Video,7,23,#QuickBites #Foodie #Ad,breakfast made easy with quickbiteslk,quickbites foodie ad
Instagram,vinu_speaks,03/09/2024,Styling my hair with @silkyhairproducts 💁‍♀️,Video,6,133,#SilkyHair #Sponsored,styling my hair with silkyhairproducts,silkyhair sponsored
Instagram,vinu_speaks,02/10/2024,Fresh flowers brighten my day thanks to @blooms.lk 🌸,Video,5,29,#Blooms #Ad,fresh flowers brighten my day thanks to bloomslk,blooms ad
Instagram,vinu_speaks,,Workout sessions powered by @fitgear.lk 🏋️‍♀️,Image,464,71,#FitGear #Fitness #Sponsored,workout sessions powered by fitgearlk,fitgear fitness sponsored
Instagram,vinu_speaks,,Discover the magic of @aromatherapy.lk oils 🌺,Image,46,109,#Aromatherapy #Wellness,discover the magic of aromatherapylk oils,aromatherapy wellness
Instagram,vinu_speaks,06/07/2024,Loving the convenience of @expressdelivery.lk for my online orders! 🚚,Image,4,65,#ExpressDelivery #Ad,loving the convenience of expressdeliverylk for my online orders,expressdelivery ad
Instagram,vinu_speaks,,Treating myself with @sweettooth.lk desserts 🍰,Image,4,90,#SweetTooth #Sponsored,treating myself with sweettoothlk desserts,sweettooth sponsored
Instagram,vinu_speaks,,My go-to sunscreen is from @sunshield.lk ☀️,Image,64,77,#SunShield #Skincare #Ad,my goto sunscreen is from sunshieldlk,sunshield skincare ad
Instagram,vinu_speaks,,Celebrating special moments with @partydecor.lk 🎉,Image,54,153,#PartyDecor #Ad,celebrating special moments with partydecorlk,partydecor ad
Instagram,vinu_speaks,,Healthy snacks from @nutrigrains.lk keep me energized! 🥜,Image,4,108,#NutriGrains #Sponsored,healthy snacks from nutrigrainslk keep me energized,nutrigrains sponsored
Instagram,vinu_speaks,03/03/2023,My new favorite lipstick by @colorpop.lk 💄,Image,4464,170,#ColorPop #Beauty #Ad,my new favorite lipstick by colorpoplk,colorpop beauty ad
Instagram,vinu_speaks,,Relaxing evenings with @herbalteas.lk 🍵,Image,65,176,#HerbalTeas #Wellness,relaxing evenings with herbalteaslk,herbalteas wellness
Instagram,vinu_speaks,,Fresh and stylish shoes from @footwear.lk 👟,Image,56757,111,#Footwear #Fashion #Sponsored,fresh and stylish shoes from footwearlk,footwear fashion sponsored
Instagram,vinu_speaks,01/11/2024,Keeping my home clean with @cleansolutions.lk 🧼,Image,7,28,#CleanSolutions #Ad,keeping my home clean with cleansolutionslk,cleansolutions ad
Instagram,vinu_speaks,,Fitness tracker by @techgear.lk keeps me motivated! ⌚,Video,67,191,#TechGear #Fitness #Sponsored,fitness tracker by techgearlk keeps me motivated,techgear fitness sponsored
Instagram,vinu_speaks,05/04/2024,Loving the taste of @homemade.lk meals 🍲,Video,67,186,#Homemade #Foodie #Ad,loving the taste of homemadelk meals,homemade foodie ad
Instagram,vinu_speaks,,Glam up with @glamourmakeup.lk for any occasion! 💄,Video,67,33,#GlamourMakeup #Sponsored,glam up with glamourmakeuplk for any occasion,glamourmakeup sponsored
Instagram,vinu_speaks,04/05/2024,Essential vitamins from @healthplus.lk keep me healthy! 💊,Video,57565,190,#HealthPlus #Wellness #Ad,essential vitamins from healthpluslk keep me healthy,healthplus wellness ad
Instagram,vinu_speaks,07/11/2024,Perfect skin days with @dermacare.lk products 🌟,Video,75,26,#DermaCare #Skincare #Sponsored,perfect skin days with dermacarelk products,dermacare skincare sponsored
Instagram,vinu_speaks,05/02/2023,Freshly brewed coffee from @coffeehouse.lk ☕️,Video,566,56,#CoffeeHouse #Ad,freshly brewed coffee from coffeehouselk,coffeehouse ad
Instagram,vinu_speaks,,Keeping my hair shiny with @hairgloss.lk 💇‍♀️,Video,4,39,#HairGloss #Sponsored,keeping my hair shiny with hairglosslk,hairgloss sponsored
Instagram,vinu_speaks,06/04/2024,Fashion accessories from @stylezone.lk complete my look! 💍,Video,7,114,#StyleZone #Fashion,fashion accessories from stylezonelk complete my look,stylezone fashion
Instagram,vinu_speaks,,Evening walks powered by @comfortshoes.lk 👟,Video,67676,171,#ComfortShoes #Sponsored,evening walks powered by comfortshoeslk,comfortshoes sponsored
Instagram,vinu_speaks,,Thank you all for the love and support! ❤️,Video,7767,131,#Grateful #FansLove,thank you all for the love and support,grateful fanslove
Instagram,sarangadisasekara,05/05/2023,Exploring new vibes with my latest single! 🎶,Video,675,53,#NewMusic #Singer #MusicLife,exploring new vibes with my latest single,newmusic singer musiclife
Instagram,sarangadisasekara,,Morning coffee and music - perfect start ☕️🎵,Video,756,72,#StudioSession #BehindTheScenes,morning coffee and music perfect start,studiosession behindthescenes
Instagram,sarangadisasekara,07/11/2023,Thank you for all the love on my last release! ❤️,Video,5,198,#Collaboration #MusicArtist,thank you for all the love on my last release,collaboration musicartist
Instagram,sarangadisasekara,12/09/2024,Behind the scenes of my studio session 🎤,Video,57567,64,#Inspiration #SunriseVibes,behind the scenes of my studio session,inspiration sunrisevibes
Instagram,sarangadisasekara,,Collaboration with amazing artists today! 🙌,Video,5,165,#MusicRelease #StayTuned,collaboration with amazing artists today,musicrelease staytuned
Instagram,sarangadisasekara,,Feeling inspired by the beautiful sunrise 🌅,Image,675,100,#Jamming #GoodVibes,feeling inspired by the beautiful sunrise,jamming goodvibes
Instagram,sarangadisasekara,11/10/2023,"Releasing new music soon, stay tuned! 🎧",Image,7575,151,#Songwriting #CreativeProcess,releasing new music soon stay tuned,songwriting creativeprocess
Instagram,sarangadisasekara,,Jamming with friends and making memories 🎸,Image,75,179,#LivePerformance #Acoustic,jamming with friends and making memories,liveperformance acoustic
Instagram,sarangadisasekara,,Sharing my songwriting journey with you all ✍️,Image,75,119,#MusicVideo #OnSet,sharing my songwriting journey with you all,musicvideo onset
Instagram,sarangadisasekara,03/11/2024,Live performance tonight - can’t wait! 🎤🔥,Image,7577,196,#ThankYouFans #Support,live performance tonight cant wait,thankyoufans support
Instagram,sarangadisasekara,01/08/2024,Chill vibes and acoustic sessions 🎵🎸,Image,7656,182,#MusicGenre #Passion,chill vibes and acoustic sessions,musicgenre passion
Instagram,sarangadisasekara,,New music video shooting in progress 🎬,Image,5345,150,#ConcertMemories #Throwback,new music video shooting in progress,concertmemories throwback
Instagram,sarangadisasekara,12/03/2024,Thank you fans for the endless support! 🙏,Image,35,49,#Recording #StudioLife,thank you fans for the endless support,recording studiolife
Instagram,sarangadisasekara,,Exploring new genres and sounds 🎶,Image,35,153,#CreativeJourney #MusicCommunity,exploring new genres and sounds,creativejourney musiccommunity
Instagram,sarangadisasekara,,Music is my passion and my life ❤️,Image,576,186,#IndieArtist #MusicLovers,music is my passion and my life,indieartist musiclovers
Instagram,sarangadisasekara,,Throwback to my first concert experience 🎤,Image,889,27,#Lyrics #Performance,throwback to my first concert experience,lyrics performance
Instagram,sarangadisasekara,,Recording new tracks in the studio 🎧,Image,90088,172,#MusicIsLife #ArtistLife,recording new tracks in the studio,musicislife artistlife
Instagram,sarangadisasekara,,Enjoying the creative process every day ✨,Image,674,83,#MusicVibes #MusicTherapy,enjoying the creative process every day,musicvibes musictherapy
Instagram,sarangadisasekara,06/08/2024,Music brings us all together 🎶🤝,Video,5,19,#UpcomingShow #Grateful,music brings us all together,upcomingshow grateful
Instagram,sarangadisasekara,01/02/2023,Sharing some favorite lyrics with you all 📜,Video,45343,74,#GoodVibesOnly #MusicFlow,sharing some favorite lyrics with you all,goodvibesonly musicflow
Instagram,sarangadisasekara,,Rehearsals in full swing for upcoming show 🎼,Video,5,26,#IndependentArtist #SupportMusic,rehearsals in full swing for upcoming show,independentartist supportmusic
Instagram,sarangadisasekara,03/09/2023,Feeling grateful for this amazing journey 🙏,Video,4545,38,#LiveMusic #NewRelease,feeling grateful for this amazing journey,livemusic newrelease
Instagram,sarangadisasekara,,New collaborations coming soon! 🎵✨,Video,6565675,132,#Creativity #Inspiration #Growth,new collaborations coming soon,creativity inspiration growth
Instagram,sarangadisasekara,,Loving the vibe at today’s gig 🎤,Video,65,150,#Collaboration #Learning #Motivation,loving the vibe at todays gig,collaboration learning motivation
Instagram,sarangadisasekara,,Music keeps me going through everything 🎶,Video,5,73,#NatureInspires #ProjectLife,music keeps me going through everything,natureinspires projectlife
Instagram,sarangadisasekara,,Thanks for the love and good vibes ❤️,Video,5,113,#BehindTheScenes #Teamwork,thanks for the love and good vibes,behindthescenes teamwork
Instagram,sarangadisasekara,,Feeling the rhythm and flow 🎧,Video,56,114,#Passion #Journey #Success,feeling the rhythm and flow,passion journey success
Instagram,sarangadisasekara,01/02/2024,Songwriting is therapy for the soul ✍️,Video,56454,148,#Gratitude #Focus #Adventure,songwriting is therapy for the soul,gratitude focus adventure
Instagram,sarangadisasekara,05/01/2023,Can’t wait to share new music with you! 🎵,Video,55656,184,#CreativityFlow #LifeMoments,cant wait to share new music with you,creativityflow lifemoments
Instagram,sarangadisasekara,,Keep supporting independent artists! 🙌,Video,6656,138,#NewIdeas #Challenges #Purpose,keep supporting independent artists,newideas challenges purpose
